"age","sex","race_eth","region","ever_smoker","poverty","employed","repstrain",".weight",".pseudo_stratum",".pseudo_psu"
"45-64","Female","Non-Hispanic White","South",TRUE,FALSE,TRUE,FALSE,6197.529,102,14
"45-64","Male","Non-Hispanic Black","South",TRUE,FALSE,TRUE,TRUE,6157.331,102,18
"65+","Male","Non-Hispanic Black","South",TRUE,FALSE,FALSE,FALSE,8419.494,102,18
"65+","Female","Non-Hispanic Black","South",FALSE,TRUE,FALSE,FALSE,7305.207,102,18
"45-64","Female","Non-Hispanic Black","South",FALSE,FALSE,TRUE,FALSE,3413.296,102,18
"45-64","Female","Non-Hispanic Other","South",FALSE,FALSE,TRUE,FALSE,6169.388,102,18
"25-44","Female","Non-Hispanic Asian","South",FALSE,FALSE,TRUE,FALSE,10674.851,149,20
"65+","Male","Non-Hispanic Asian","South",FALSE,FALSE,TRUE,FALSE,8662.056,149,20
"65+","Female","Non-Hispanic Asian","South",FALSE,FALSE,FALSE,FALSE,8843.641,141,4
"65+","Female","Non-Hispanic Black","South",FALSE,FALSE,FALSE,FALSE,5327.99,141,4
"65+","Female","Non-Hispanic White","South",TRUE,FALSE,FALSE,FALSE,3554.515,141,4
"65+","Male","Non-Hispanic White","South",TRUE,FALSE,FALSE,FALSE,8331.974,102,17
"45-64","Male","Non-Hispanic White","South",FALSE,FALSE,TRUE,FALSE,7735.641,102,17
"25-44","Female","Non-Hispanic White","South",TRUE,FALSE,FALSE,FALSE,13000.652,102,17
"65+","Female","Non-Hispanic White","South",FALSE,TRUE,FALSE,FALSE,3817.166,102,17
"45-64","Female","Non-Hispanic White","South",FALSE,FALSE,FALSE,FALSE,8855.88,135,3
"65+","Female","Non-Hispanic Black","South",NA,TRUE,NA,NA,3669.643,130,6
"65+","Male","Non-Hispanic White","South",TRUE,FALSE,FALSE,FALSE,5781.045,102,20
"25-44","Female","Non-Hispanic White","South",TRUE,FALSE,TRUE,FALSE,4107.551,102,20
"65+","Female","Non-Hispanic Black","South",FALSE,FALSE,FALSE,FALSE,5843.742,102,20
"65+","Female","Non-Hispanic Black","South",FALSE,FALSE,FALSE,FALSE,5843.742,102,20
"45-64","Male","Non-Hispanic White","South",FALSE,FALSE,FALSE,FALSE,3546.802,130,6
"45-64","Male","Non-Hispanic White","South",TRUE,FALSE,FALSE,FALSE,5825.63,130,6
"45-64","Female","Non-Hispanic White","South",FALSE,FALSE,TRUE,FALSE,6951.908,130,6
"45-64","Male","Non-Hispanic White","South",FALSE,FALSE,TRUE,FALSE,6010.065,141,4
"45-64","Female","Non-Hispanic White","South",FALSE,FALSE,TRUE,FALSE,8004.365,141,4
"45-64","Male","Non-Hispanic White","South",TRUE,FALSE,FALSE,FALSE,9137.771,141,4
"25-44","Male","Non-Hispanic White","South",FALSE,FALSE,TRUE,FALSE,8427.031,102,17
"65+","Female","Non-Hispanic White","Northeast",TRUE,FALSE,FALSE,FALSE,3768.329,128,1
"45-64","Male","Non-Hispanic White","Northeast",TRUE,FALSE,TRUE,FALSE,15918.436,128,1
"25-44","Female","Non-Hispanic White","Northeast",TRUE,FALSE,TRUE,FALSE,20070.543,128,1
"65+","Male","Non-Hispanic White","Northeast",FALSE,FALSE,FALSE,FALSE,4674.972,105,48
"45-64","Male","Non-Hispanic White","Northeast",FALSE,FALSE,TRUE,FALSE,13791.162,105,48
"25-44","Male","Non-Hispanic White","South",FALSE,FALSE,TRUE,FALSE,12796.255,132,25
"65+","Female","Non-Hispanic White","South",FALSE,FALSE,FALSE,FALSE,5415.811,132,25
"65+","Female","Non-Hispanic White","South",FALSE,FALSE,TRUE,FALSE,5623.818,132,25
"65+","Female","Non-Hispanic White","South",TRUE,FALSE,FALSE,FALSE,6289.597,104,27
"65+","Male","Non-Hispanic White","South",TRUE,FALSE,FALSE,FALSE,10118.617,104,27
"65+","Female","Non-Hispanic White","South",FALSE,FALSE,FALSE,FALSE,6199.355,104,27
"45-64","Female","Non-Hispanic White","South",FALSE,FALSE,TRUE,FALSE,13932.09,121,27
"25-44","Female","Hispanic","South",FALSE,FALSE,FALSE,FALSE,13212.981,121,27
"45-64","Female","Non-Hispanic Black","South",FALSE,FALSE,TRUE,FALSE,6310.947,121,27
"65+","Male","Non-Hispanic White","South",TRUE,FALSE,FALSE,FALSE,7216.092,132,25
"45-64","Female","Non-Hispanic Black","South",FALSE,FALSE,TRUE,FALSE,6763.335,106,22
"25-44","Male","Non-Hispanic White","South",FALSE,FALSE,TRUE,FALSE,20784.265,106,22
"45-64","Male","Non-Hispanic White","South",TRUE,FALSE,FALSE,TRUE,18960.541,106,22
"18-24","Male","Non-Hispanic Black","South",FALSE,FALSE,TRUE,FALSE,23217.341,106,22
"45-64","Male","Non-Hispanic White","South",FALSE,FALSE,TRUE,FALSE,24024.894,106,22
"25-44","Female","Non-Hispanic White","South",FALSE,FALSE,TRUE,FALSE,32105.084,106,22
"45-64","Female","Non-Hispanic White","South",FALSE,FALSE,TRUE,FALSE,13017.149,121,27
"25-44","Female","Non-Hispanic White","South",TRUE,FALSE,FALSE,TRUE,25716.208,121,26
"25-44","Male","Non-Hispanic White","South",FALSE,FALSE,TRUE,FALSE,14721.082,139,24
"25-44","Female","Non-Hispanic White","South",FALSE,FALSE,TRUE,FALSE,12058.484,139,24
"18-24","Male","Non-Hispanic Asian","South",FALSE,FALSE,FALSE,FALSE,19968.865,139,24
"65+","Female","Non-Hispanic Black","South",FALSE,FALSE,TRUE,FALSE,4011.965,139,24
"65+","Male","Non-Hispanic Black","South",FALSE,FALSE,FALSE,FALSE,8450.54,139,24
"45-64","Male","Non-Hispanic Black","South",FALSE,FALSE,TRUE,FALSE,11065.055,139,24
"65+","Male","Non-Hispanic Black","South",TRUE,FALSE,FALSE,FALSE,10295.751,139,24
"25-44","Female","Non-Hispanic Black","South",FALSE,FALSE,TRUE,FALSE,14290.55,139,24
"45-64","Male","Non-Hispanic Black","South",FALSE,FALSE,TRUE,FALSE,7312.633,121,26
"45-64","Female","Non-Hispanic Black","South",TRUE,FALSE,FALSE,FALSE,7902.822,132,25
"45-64","Female","Non-Hispanic Black","South",FALSE,TRUE,TRUE,FALSE,7243.615,132,25
"45-64","Male","Non-Hispanic Black","South",FALSE,TRUE,FALSE,FALSE,8017.538,132,25
"18-24","Male","Non-Hispanic Black","South",FALSE,FALSE,FALSE,FALSE,31914.581,121,27
"65+","Female","Non-Hispanic Black","South",TRUE,FALSE,FALSE,FALSE,9062.3,121,27
"45-64","Female","Non-Hispanic Black","South",FALSE,TRUE,TRUE,TRUE,5741.75,104,27
"25-44","Male","Non-Hispanic Black","South",FALSE,FALSE,TRUE,FALSE,31929.283,104,27
"45-64","Female","Hispanic","South",FALSE,FALSE,TRUE,FALSE,4913.397,121,27
"65+","Female","Non-Hispanic White","Northeast",TRUE,FALSE,FALSE,FALSE,2830.792,105,61
"65+","Female","Non-Hispanic White","Northeast",TRUE,FALSE,FALSE,FALSE,4987.522,105,61
"65+","Female","Non-Hispanic White","Northeast",TRUE,FALSE,FALSE,FALSE,2865.75,105,61
"65+","Male","Non-Hispanic White","Northeast",TRUE,FALSE,FALSE,FALSE,6100.319,105,61
"65+","Female","Non-Hispanic White","Northeast",TRUE,FALSE,FALSE,FALSE,3279.626,105,61
"65+","Female","Non-Hispanic White","Northeast",NA,FALSE,NA,NA,2597.446,105,61
"45-64","Female","Non-Hispanic White","Northeast",FALSE,FALSE,FALSE,FALSE,6633.655,105,61
"65+","Male","Non-Hispanic Asian","Northeast",FALSE,FALSE,FALSE,FALSE,7376.476,105,61
"65+","Female","Non-Hispanic White","Northeast",FALSE,FALSE,FALSE,FALSE,2709.181,105,61
"65+","Male","Non-Hispanic White","Northeast",TRUE,FALSE,FALSE,FALSE,8887.821,140,65
"45-64","Male","Non-Hispanic White","Northeast",TRUE,FALSE,TRUE,FALSE,5700.001,140,65
"25-44","Female","Non-Hispanic White","Northeast",FALSE,FALSE,FALSE,FALSE,7715.639,140,65
"25-44","Male","Non-Hispanic White","Northeast",TRUE,FALSE,FALSE,FALSE,10483.173,105,60
"25-44","Male","Hispanic","Northeast",TRUE,FALSE,TRUE,FALSE,31757.273,105,60
"25-44","Female","Non-Hispanic White","Northeast",FALSE,FALSE,TRUE,FALSE,3872.87,105,62
"18-24","Female","Hispanic","Northeast",FALSE,FALSE,TRUE,FALSE,5689.87,105,62
"25-44","Male","Non-Hispanic White","Northeast",TRUE,TRUE,FALSE,FALSE,4919.101,105,62
"65+","Female","Non-Hispanic White","Northeast",FALSE,FALSE,FALSE,FALSE,3394.834,140,66
"25-44","Male","Hispanic","Northeast",NA,FALSE,NA,FALSE,16090.148,140,63
"45-64","Male","Non-Hispanic White","Northeast",NA,TRUE,NA,NA,31908.289,140,63
"65+","Female","Non-Hispanic White","Northeast",TRUE,FALSE,TRUE,FALSE,4809.477,140,63
"25-44","Male","Non-Hispanic White","Northeast",FALSE,TRUE,TRUE,FALSE,5398.009,105,60
"45-64","Male","Non-Hispanic White","Northeast",TRUE,FALSE,TRUE,FALSE,2837.54,105,60
"65+","Male","Non-Hispanic White","Northeast",FALSE,FALSE,FALSE,FALSE,2653.349,105,60
"65+","Male","Non-Hispanic White","Northeast",TRUE,FALSE,TRUE,FALSE,7947.342,105,60
"25-44","Female","Non-Hispanic Asian","Northeast",FALSE,FALSE,FALSE,FALSE,16945.334,105,58
"25-44","Female","Non-Hispanic Asian","Northeast",FALSE,FALSE,TRUE,FALSE,7554.7,105,58
"45-64","Male","Non-Hispanic White","Northeast",FALSE,TRUE,FALSE,FALSE,3352.423,140,64
"45-64","Male","Non-Hispanic White","Northeast",FALSE,FALSE,TRUE,FALSE,6560.307,140,64
"25-44","Female","Hispanic","Northeast",NA,FALSE,NA,NA,3944.681,105,97
"25-44","Female","Non-Hispanic Asian","Northeast",NA,FALSE,NA,NA,13747.083,105,97
"25-44","Male","Non-Hispanic White","Northeast",NA,FALSE,NA,NA,9395.614,140,66
"25-44","Female","Non-Hispanic White","Northeast",FALSE,FALSE,TRUE,FALSE,7666.432,140,66
"45-64","Female","Non-Hispanic White","Northeast",NA,FALSE,NA,NA,7353.785,140,66
"18-24","Male","Non-Hispanic Asian","Northeast",FALSE,FALSE,FALSE,FALSE,3462.332,105,97
"25-44","Female","Non-Hispanic White","Northeast",TRUE,FALSE,TRUE,FALSE,10515.68,105,97
"18-24","Male","Non-Hispanic White","Northeast",FALSE,FALSE,FALSE,FALSE,29867.167,105,57
"45-64","Male","Non-Hispanic White","Northeast",FALSE,FALSE,NA,FALSE,3637.314,105,57
"25-44","Male","Non-Hispanic White","Northeast",FALSE,FALSE,TRUE,FALSE,10554.198,105,57
"65+","Male","Non-Hispanic White","Northeast",TRUE,FALSE,FALSE,FALSE,2836.221,140,62
"25-44","Male","Non-Hispanic White","Northeast",FALSE,FALSE,TRUE,FALSE,8695.731,105,97
"65+","Male","Non-Hispanic White","Northeast",NA,FALSE,NA,NA,6847.357,105,97
"25-44","Male","Non-Hispanic White","Northeast",NA,FALSE,NA,NA,9752.343,105,97
"65+","Male","Non-Hispanic White","Northeast",NA,FALSE,NA,NA,9252.234,105,62
"45-64","Male","Non-Hispanic White","Northeast",NA,FALSE,NA,NA,12712.669,105,62
"65+","Female","Non-Hispanic White","Northeast",TRUE,FALSE,FALSE,FALSE,3866.619,105,62
"25-44","Male","Non-Hispanic Asian","Northeast",FALSE,FALSE,TRUE,FALSE,9125.975,105,60
"25-44","Male","Non-Hispanic White","Northeast",FALSE,FALSE,TRUE,FALSE,9780.596,105,60
"25-44","Male","Non-Hispanic White","Northeast",FALSE,FALSE,TRUE,FALSE,11140.945,105,62
"18-24","Female","Non-Hispanic White","Northeast",FALSE,FALSE,TRUE,FALSE,5355.35,105,62
"25-44","Male","Non-Hispanic White","Northeast",FALSE,FALSE,TRUE,FALSE,9851.953,105,58
"65+","Male","Non-Hispanic White","Northeast",FALSE,FALSE,TRUE,FALSE,3880.986,105,58
"25-44","Male","Hispanic","Northeast",TRUE,FALSE,TRUE,FALSE,21875.472,105,58
"45-64","Female","Non-Hispanic White","Northeast",FALSE,FALSE,TRUE,FALSE,7407.759,105,60
"25-44","Male","Non-Hispanic White","Northeast",FALSE,FALSE,TRUE,FALSE,10960.593,105,60
"25-44","Female","Non-Hispanic White","Northeast",FALSE,FALSE,TRUE,FALSE,7231.9,140,134
"65+","Female","Non-Hispanic Asian","Northeast",FALSE,FALSE,TRUE,FALSE,4239.689,140,134
"25-44","Female","Non-Hispanic White","Northeast",TRUE,FALSE,TRUE,FALSE,11684.831,140,134
"25-44","Male","Non-Hispanic White","Northeast",TRUE,FALSE,TRUE,FALSE,3666.348,140,134
"65+","Female","Non-Hispanic White","Northeast",FALSE,FALSE,FALSE,FALSE,6124.885,140,134
"25-44","Male","Non-Hispanic Asian","Northeast",NA,FALSE,NA,NA,9754.221,140,134
"65+","Male","Non-Hispanic White","Midwest",TRUE,FALSE,FALSE,FALSE,3701.342,134,13
"65+","Male","Non-Hispanic White","Midwest",TRUE,FALSE,FALSE,FALSE,3514.897,134,13
"45-64","Male","Non-Hispanic White","Midwest",FALSE,FALSE,TRUE,FALSE,6936.249,134,13
"45-64","Female","Non-Hispanic White","Midwest",FALSE,FALSE,TRUE,FALSE,7543.479,134,13
"65+","Male","Non-Hispanic White","Midwest",TRUE,FALSE,FALSE,FALSE,7400.693,134,15
"25-44","Female","Non-Hispanic White","Midwest",TRUE,FALSE,TRUE,FALSE,18808.768,134,15
"45-64","Male","Non-Hispanic White","Midwest",NA,FALSE,NA,NA,6090.141,134,15
"45-64","Male","Non-Hispanic White","Midwest",FALSE,FALSE,TRUE,FALSE,11449.982,134,15
"25-44","Female","Non-Hispanic White","Midwest",FALSE,FALSE,TRUE,FALSE,9680.382,134,15
"45-64","Male","Non-Hispanic White","Midwest",FALSE,FALSE,TRUE,FALSE,14558.014,118,17
"65+","Male","Non-Hispanic White","Midwest",TRUE,FALSE,FALSE,FALSE,5881.709,118,17
"65+","Male","Non-Hispanic White","Midwest",TRUE,FALSE,FALSE,FALSE,7619.142,134,15
"25-44","Female","Non-Hispanic White","Midwest",FALSE,FALSE,TRUE,FALSE,4162.528,146,13
"65+","Male","Non-Hispanic White","Midwest",TRUE,FALSE,FALSE,FALSE,7135.891,146,13
"65+","Female","Non-Hispanic White","Midwest",FALSE,FALSE,FALSE,FALSE,2852.97,146,13
"65+","Female","Non-Hispanic White","Midwest",TRUE,FALSE,FALSE,FALSE,4848.192,118,17
"45-64","Male","Non-Hispanic White","Midwest",FALSE,FALSE,TRUE,FALSE,8892.377,134,14
"45-64","Female","Non-Hispanic White","Midwest",FALSE,FALSE,FALSE,FALSE,7835.082,134,14
"65+","Male","Non-Hispanic White","Midwest",TRUE,FALSE,FALSE,FALSE,3867.726,134,14
"25-44","Male","Non-Hispanic White","Midwest",FALSE,FALSE,TRUE,FALSE,17633.321,134,14
"45-64","Female","Non-Hispanic White","Midwest",TRUE,FALSE,TRUE,FALSE,8705.505,134,14
"25-44","Male","Non-Hispanic White","Midwest",FALSE,FALSE,TRUE,FALSE,12879.527,127,20
"25-44","Male","Non-Hispanic White","Midwest",FALSE,FALSE,FALSE,FALSE,17892.223,118,19
"25-44","Female","Non-Hispanic White","Midwest",FALSE,FALSE,TRUE,FALSE,12653.712,118,19
"25-44","Female","Non-Hispanic White","Midwest",FALSE,FALSE,TRUE,FALSE,15817.322,118,19
"65+","Female","Non-Hispanic White","Midwest",TRUE,FALSE,FALSE,TRUE,7445.652,127,20
"25-44","Female","Non-Hispanic White","Midwest",FALSE,FALSE,FALSE,FALSE,9245.405,127,20
"45-64","Male","Non-Hispanic White","Midwest",FALSE,FALSE,FALSE,FALSE,7388.079,117,25
"25-44","Male","Hispanic","Midwest",FALSE,FALSE,TRUE,FALSE,11416.614,117,25
"25-44","Male","Non-Hispanic White","Midwest",FALSE,FALSE,TRUE,FALSE,12936.761,117,25
"25-44","Male","Non-Hispanic White","Midwest",TRUE,FALSE,TRUE,FALSE,23620.344,137,26
"25-44","Female","Non-Hispanic White","Midwest",TRUE,FALSE,TRUE,FALSE,9013.906,131,24
"45-64","Male","Non-Hispanic White","Midwest",FALSE,FALSE,TRUE,TRUE,9992.228,131,24
"65+","Male","Non-Hispanic White","Midwest",FALSE,FALSE,FALSE,FALSE,3549.591,131,24
"25-44","Female","Non-Hispanic White","Midwest",FALSE,FALSE,FALSE,FALSE,8799.668,131,31
"65+","Male","Non-Hispanic White","Midwest",FALSE,FALSE,FALSE,FALSE,8281.352,131,31
"65+","Male","Non-Hispanic White","Midwest",FALSE,FALSE,FALSE,FALSE,11347.781,131,24
"45-64","Male","Non-Hispanic Asian","Midwest",FALSE,FALSE,TRUE,FALSE,21257.6,133,23
"25-44","Male","Non-Hispanic White","Midwest",FALSE,FALSE,TRUE,TRUE,5591.719,134,14
"18-24","Female","Non-Hispanic White","Midwest",FALSE,FALSE,TRUE,FALSE,30849.277,127,21
"25-44","Female","Non-Hispanic White","Midwest",TRUE,FALSE,FALSE,FALSE,6461.201,127,21
"65+","Male","Non-Hispanic White","Midwest",FALSE,FALSE,FALSE,FALSE,5241.659,127,21
"65+","Female","Non-Hispanic White","Midwest",FALSE,FALSE,FALSE,FALSE,4708.697,127,21
"18-24","Male","Non-Hispanic White","Midwest",FALSE,TRUE,FALSE,FALSE,16149.16,127,21
"45-64","Female","Non-Hispanic White","Midwest",TRUE,FALSE,TRUE,FALSE,8370.276,127,21
"45-64","Female","Non-Hispanic White","Midwest",TRUE,FALSE,FALSE,FALSE,8260.588,127,21
"25-44","Female","Non-Hispanic White","Midwest",TRUE,FALSE,TRUE,FALSE,4257.491,117,25
"65+","Female","Non-Hispanic White","Midwest",TRUE,FALSE,FALSE,FALSE,4109.658,117,25
"45-64","Male","Non-Hispanic White","Midwest",TRUE,FALSE,FALSE,FALSE,19492.357,118,16
"45-64","Female","Non-Hispanic White","Midwest",FALSE,FALSE,FALSE,FALSE,7577.576,118,16
"65+","Female","Non-Hispanic White","Midwest",TRUE,FALSE,FALSE,FALSE,4694.818,118,16
"65+","Female","Non-Hispanic White","Midwest",FALSE,FALSE,FALSE,FALSE,3517.574,118,16
"65+","Female","Non-Hispanic White","Midwest",TRUE,FALSE,FALSE,FALSE,9140.728,118,16
"65+","Male","Non-Hispanic White","Midwest",TRUE,FALSE,TRUE,FALSE,3955.976,137,27
"65+","Female","Non-Hispanic White","Midwest",FALSE,FALSE,FALSE,FALSE,3609.823,137,27
"45-64","Male","Non-Hispanic White","Midwest",TRUE,FALSE,TRUE,FALSE,10219.884,137,27
"45-64","Female","Non-Hispanic White","Midwest",FALSE,FALSE,TRUE,FALSE,3930.751,133,22
"25-44","Male","Hispanic","Midwest",FALSE,FALSE,TRUE,FALSE,15144.247,133,22
"45-64","Male","Non-Hispanic Black","Midwest",FALSE,FALSE,TRUE,FALSE,6502.159,117,24
"25-44","Male","Non-Hispanic White","Midwest",TRUE,FALSE,TRUE,FALSE,6493.935,117,24
"45-64","Male","Non-Hispanic White","Midwest",FALSE,FALSE,TRUE,TRUE,4640.908,137,28
"45-64","Female","Non-Hispanic White","Midwest",TRUE,FALSE,TRUE,FALSE,3837.748,137,28
"45-64","Female","Non-Hispanic White","Midwest",TRUE,TRUE,FALSE,FALSE,7941.661,146,13
"45-64","Male","Non-Hispanic White","Midwest",FALSE,FALSE,TRUE,FALSE,14909.353,137,26
"65+","Male","Non-Hispanic White","Midwest",FALSE,FALSE,FALSE,FALSE,7052.106,137,26
"65+","Female","Non-Hispanic White","Midwest",FALSE,FALSE,FALSE,FALSE,7465.82,127,20
"25-44","Male","Non-Hispanic White","Midwest",FALSE,FALSE,TRUE,FALSE,14623.617,127,20
"25-44","Female","Non-Hispanic White","Midwest",FALSE,FALSE,TRUE,FALSE,13568.798,118,18
"65+","Female","Non-Hispanic White","Midwest",TRUE,FALSE,TRUE,FALSE,5690.804,118,18
"65+","Female","Non-Hispanic White","Midwest",TRUE,FALSE,FALSE,FALSE,6178.388,118,18
"25-44","Male","Non-Hispanic White","Midwest",FALSE,FALSE,TRUE,TRUE,4342.94,118,18
"18-24","Male","Non-Hispanic Black","Midwest",TRUE,TRUE,FALSE,FALSE,29785.831,137,28
"25-44","Female","Non-Hispanic Black","Midwest",FALSE,FALSE,TRUE,FALSE,34374.4,137,28
"45-64","Female","Non-Hispanic Black","Midwest",FALSE,FALSE,TRUE,FALSE,7165.637,137,28
"45-64","Female","Hispanic","Midwest",FALSE,FALSE,TRUE,FALSE,26440.764,137,28
"45-64","Female","Non-Hispanic Black","Midwest",FALSE,FALSE,TRUE,FALSE,8657.047,137,29
"25-44","Female","Non-Hispanic Black","Midwest",FALSE,FALSE,FALSE,FALSE,19532.125,137,29
"25-44","Male","Non-Hispanic White","Midwest",FALSE,FALSE,TRUE,FALSE,20096.797,137,29
"65+","Female","Non-Hispanic Black","Midwest",TRUE,FALSE,FALSE,FALSE,2843.48,137,29
"65+","Female","Non-Hispanic White","Midwest",TRUE,FALSE,FALSE,FALSE,7655.154,133,22
"65+","Female","Non-Hispanic Black","Midwest",TRUE,FALSE,FALSE,FALSE,3837.931,133,22
"25-44","Male","Non-Hispanic Black","Midwest",TRUE,FALSE,TRUE,FALSE,7649.397,137,27
"45-64","Female","Hispanic","Midwest",TRUE,TRUE,NA,TRUE,23574.68,131,31
"25-44","Female","Non-Hispanic Black","Midwest",TRUE,TRUE,FALSE,FALSE,8150.422,131,31
"65+","Female","Non-Hispanic Black","Midwest",TRUE,FALSE,FALSE,TRUE,8121.219,131,31
"45-64","Female","Non-Hispanic White","Midwest",TRUE,FALSE,TRUE,FALSE,8156.815,117,25
"25-44","Male","Non-Hispanic White","Midwest",FALSE,FALSE,TRUE,FALSE,7260.963,117,25
"65+","Female","Non-Hispanic White","Midwest",TRUE,FALSE,FALSE,FALSE,6208.816,107,37
"25-44","Male","Non-Hispanic White","Midwest",FALSE,FALSE,TRUE,FALSE,12178.118,107,37
"45-64","Female","Non-Hispanic Black","Midwest",FALSE,FALSE,TRUE,FALSE,4678.856,107,36
"25-44","Male","Non-Hispanic White","Midwest",FALSE,FALSE,TRUE,FALSE,9304.466,107,33
"65+","Male","Non-Hispanic White","Midwest",FALSE,FALSE,FALSE,FALSE,6134.802,107,33
"45-64","Female","Non-Hispanic White","Midwest",FALSE,FALSE,FALSE,FALSE,6315.671,107,33
"65+","Male","Non-Hispanic White","Midwest",FALSE,FALSE,FALSE,FALSE,3178.585,107,31
"65+","Male","Non-Hispanic White","Midwest",FALSE,FALSE,TRUE,FALSE,6188.649,107,31
"65+","Female","Non-Hispanic White","Midwest",FALSE,FALSE,FALSE,FALSE,6424.708,107,31
"65+","Female","Non-Hispanic White","Midwest",TRUE,FALSE,FALSE,TRUE,4710.966,107,35
"65+","Male","Non-Hispanic White","Midwest",FALSE,FALSE,FALSE,FALSE,5014.113,107,35
"65+","Female","Non-Hispanic White","Midwest",TRUE,FALSE,FALSE,FALSE,2951.338,107,32
"65+","Male","Non-Hispanic White","Midwest",FALSE,FALSE,FALSE,FALSE,5628.117,107,32
"65+","Female","Non-Hispanic White","Midwest",FALSE,FALSE,FALSE,FALSE,5106.86,107,34
"45-64","Male","Non-Hispanic Black","Midwest",FALSE,FALSE,TRUE,FALSE,8970.17,107,36
"45-64","Male","Non-Hispanic White","Midwest",FALSE,FALSE,TRUE,FALSE,4039.778,107,31
"45-64","Female","Non-Hispanic Asian","Midwest",FALSE,FALSE,FALSE,TRUE,11470.61,107,37
"18-24","Female","Non-Hispanic White","Midwest",FALSE,FALSE,FALSE,FALSE,23332.869,107,37
"65+","Female","Non-Hispanic White","Midwest",FALSE,FALSE,FALSE,FALSE,7049.58,107,37
"25-44","Female","Non-Hispanic White","Midwest",TRUE,FALSE,FALSE,FALSE,7564.885,107,37
"65+","Male","Non-Hispanic White","Midwest",TRUE,FALSE,FALSE,FALSE,2358.623,109,39
"18-24","Female","Non-Hispanic White","Midwest",FALSE,FALSE,TRUE,FALSE,12910.165,109,39
"65+","Female","Non-Hispanic White","Midwest",FALSE,FALSE,FALSE,FALSE,2862.335,109,39
"18-24","Female","Non-Hispanic White","Midwest",FALSE,FALSE,TRUE,FALSE,11908.173,147,26
"65+","Female","Non-Hispanic White","Midwest",FALSE,FALSE,FALSE,FALSE,4380.031,147,26
"65+","Female","Non-Hispanic White","Midwest",TRUE,FALSE,FALSE,FALSE,2531.292,147,26
"18-24","Female","Non-Hispanic White","Midwest",FALSE,FALSE,FALSE,FALSE,15456.966,147,26
"45-64","Female","Non-Hispanic White","Midwest",FALSE,FALSE,TRUE,TRUE,2751.965,147,26
"25-44","Female","Non-Hispanic White","Midwest",FALSE,FALSE,FALSE,TRUE,7478.583,147,26
"25-44","Male","Non-Hispanic White","Midwest",FALSE,FALSE,TRUE,FALSE,9129.907,147,26
"45-64","Male","Non-Hispanic White","Midwest",TRUE,FALSE,TRUE,FALSE,4463.578,109,37
"25-44","Male","Non-Hispanic White","Midwest",FALSE,FALSE,TRUE,FALSE,4970.234,109,37
"45-64","Male","Non-Hispanic White","Midwest",FALSE,FALSE,FALSE,FALSE,4550.359,109,37
"65+","Female","Non-Hispanic White","Midwest",FALSE,TRUE,FALSE,TRUE,3189.599,109,36
"65+","Male","Non-Hispanic White","Midwest",FALSE,FALSE,FALSE,TRUE,6502.711,109,36
"65+","Female","Non-Hispanic White","Midwest",TRUE,FALSE,FALSE,FALSE,3276.454,109,36
"45-64","Female","Non-Hispanic White","Midwest",FALSE,FALSE,TRUE,FALSE,3579.604,107,32
"25-44","Female","Non-Hispanic White","Midwest",FALSE,FALSE,TRUE,FALSE,4126.008,107,32
"45-64","Female","Non-Hispanic White","Midwest",FALSE,FALSE,TRUE,FALSE,3436.926,107,32
"45-64","Female","Non-Hispanic White","Midwest",TRUE,FALSE,FALSE,FALSE,2862.869,107,32
"65+","Male","Non-Hispanic White","Midwest",TRUE,FALSE,FALSE,FALSE,2737.15,109,36
"25-44","Female","Non-Hispanic White","Midwest",FALSE,FALSE,TRUE,FALSE,7387.956,147,26
"45-64","Female","Non-Hispanic White","Midwest",FALSE,FALSE,FALSE,FALSE,5867.688,147,26
"65+","Female","Non-Hispanic White","Midwest",FALSE,FALSE,FALSE,FALSE,7738.826,109,38
"25-44","Male","Non-Hispanic White","Midwest",FALSE,FALSE,TRUE,FALSE,5175.515,109,38
"65+","Male","Non-Hispanic White","Midwest",FALSE,FALSE,TRUE,FALSE,6028.523,109,38
"25-44","Female","Non-Hispanic White","Midwest",TRUE,FALSE,TRUE,FALSE,8413.897,109,38
"25-44","Female","Non-Hispanic White","Midwest",TRUE,FALSE,FALSE,TRUE,4206.948,109,38
"45-64","Female","Non-Hispanic White","Midwest",TRUE,FALSE,FALSE,FALSE,8828.711,109,38
"45-64","Female","Non-Hispanic White","South",FALSE,FALSE,TRUE,FALSE,4974.679,122,29
"65+","Female","Non-Hispanic Black","South",FALSE,FALSE,FALSE,FALSE,7885.271,103,32
"65+","Female","Non-Hispanic Black","South",TRUE,TRUE,FALSE,FALSE,9624.881,103,32
"18-24","Male","Non-Hispanic Other","South",FALSE,FALSE,TRUE,FALSE,15668.845,103,34
"45-64","Male","Non-Hispanic Black","South",FALSE,FALSE,TRUE,FALSE,16851.551,103,33
"45-64","Male","Hispanic","South",TRUE,FALSE,TRUE,TRUE,8308.865,103,34
"65+","Female","Non-Hispanic Black","South",FALSE,FALSE,FALSE,FALSE,2898.563,103,34
"25-44","Female","Non-Hispanic White","South",FALSE,FALSE,FALSE,FALSE,6480.469,103,34
"45-64","Female","Non-Hispanic White","South",TRUE,FALSE,FALSE,FALSE,7536.373,103,34
"25-44","Female","Non-Hispanic White","South",TRUE,FALSE,FALSE,FALSE,7613.461,103,32
